# dist  px py pz    dx dy dz
5 1 1.0504e+01  7.397 25.000 72.750  2.959 10.000 -1.260
1 3 2.1192e+00  0.000 0.000 75.900  -0.133 0.929 -1.900
3 5 1.3942e+01  -0.133 0.929 74.000  -0.876 6.113 -12.500
5 9 1.2827e+01  -1.009 7.042 61.500  -0.806 5.624 -11.500
9 17 2.9558e+01  -1.816 12.666 50.000  -1.858 12.960 -26.500
17 65 5.5769e+00  -3.673 25.626 23.500  -0.350 2.445 -5.000
65 64 1.6031e+01  -4.024 28.071 18.500  -1.007 7.029 -14.372
1 3 5.9275e+00  0.000 0.000 75.900  -4.900 2.742 -1.900
3 5 2.4317e+01  -4.900 2.742 74.000  -20.100 11.249 -7.795
5 1 1.2098e+01  -25.000 13.991 66.205  -10.000 5.596 -3.878
1 1 8.8062e-01  0.000 0.000 75.900  0.776 -0.404 0.100
1 1 1.1262e-01  0.000 0.000 75.900  -0.015 -0.049 0.100
1 1 1.1311e-01  0.000 0.000 75.900  0.022 -0.048 0.100
1 1 2.2529e-01  0.000 0.000 75.900  -0.198 -0.039 0.100
1 3 6.6968e+00  0.000 0.000 75.900  2.703 5.825 -1.900
3 5 2.2045e+01  2.703 5.825 74.000  8.898 19.175 -6.254
5 1 1.1497e+01  11.601 25.000 67.746  4.640 10.000 -3.262
1 3 6.3206e+00  0.000 0.000 75.900  4.352 4.171 -1.900
3 5 2.9988e+01  4.352 4.171 74.000  20.648 19.791 -9.015
5 1 1.4523e+01  25.000 23.962 64.985  10.000 9.585 -4.366
1 3 2.6421e+00  0.000 0.000 75.900  -1.777 -0.461 -1.900
3 5 1.7382e+01  -1.777 -0.461 74.000  -11.692 -3.031 -12.500
5 9 1.5655e+01  -13.470 -3.491 61.500  -10.530 -2.730 -11.258
9 17 1.4866e+01  -24.000 -6.221 50.242  -10.000 -2.592 -10.691
17 1 1.4866e+00  -34.000 -8.813 39.551  -1.000 -0.259 -1.069
1 3 6.4713e+00  0.000 0.000 75.900  -0.834 6.250 -1.456
3 5 1.9414e+01  -0.834 6.250 74.444  -2.502 18.750 -4.367
5 1 1.0354e+01  -3.336 25.000 70.077  -1.334 10.000 -2.329
1 1 1.1108e-01  0.000 0.000 75.900  -0.037 -0.031 0.100
1 1 2.9852e-01  0.000 0.000 75.900  0.141 -0.243 0.100
1 1 2.1801e-01  0.000 0.000 75.900  0.052 -0.187 0.100
1 1 2.3759e+00  0.000 0.000 75.900  -2.284 -0.647 0.100
1 3 8.5280e+00  0.000 0.000 75.900  -5.782 6.250 -0.481
3 1 3.9229e+01  -5.782 6.250 75.419  -26.597 28.750 -2.215
1 1 3.4458e-01  0.000 0.000 75.900  -0.157 0.290 0.100
1 1 1.6056e-01  0.000 0.000 75.900  -0.092 -0.086 0.100
1 1 1.4448e-01  0.000 0.000 75.900  -0.093 -0.047 0.100
1 3 4.2263e+00  0.000 0.000 75.900  -3.761 0.321 -1.900
3 5 2.3863e+01  -3.761 0.321 74.000  -21.239 1.813 -10.728
5 1 1.1236e+01  -25.000 2.134 63.272  -10.000 0.854 -5.051
1 3 2.7492e+00  0.000 0.000 75.900  1.862 -0.693 -1.900
3 5 1.8087e+01  1.862 -0.693 74.000  12.251 -4.559 -12.500
5 9 1.4595e+01  14.114 -5.252 61.500  9.886 -3.679 -10.087
9 17 1.4763e+01  24.000 -8.931 51.413  10.000 -3.721 -10.203
17 1 1.4763e+00  34.000 -12.652 41.210  1.000 -0.372 -1.020
1 1 2.1800e-01  0.000 0.000 75.900  -0.189 0.041 0.100
1 3 2.1193e+00  0.000 0.000 75.900  0.571 0.745 -1.900
3 5 1.3943e+01  0.571 0.745 74.000  3.760 4.901 -12.500
5 9 1.2827e+01  4.331 5.645 61.500  3.459 4.508 -11.500
9 17 2.9559e+01  7.790 10.154 50.000  7.970 10.389 -26.500
17 97 5.5771e+00  15.760 20.543 23.500  1.504 1.960 -5.000
97 64 2.0635e+01  17.264 22.503 18.500  5.564 7.253 -18.500
1 3 8.0046e+00  0.000 0.000 75.900  -4.706 6.250 -1.691
3 5 2.4014e+01  -4.706 6.250 74.209  -14.119 18.750 -5.074
5 1 1.2807e+01  -18.826 25.000 69.134  -7.530 10.000 -2.706
1 3 2.6195e+00  0.000 0.000 75.900  -1.763 -0.379 -1.900
3 5 1.7233e+01  -1.763 -0.379 74.000  -11.598 -2.494 -12.500
5 9 1.5809e+01  -13.361 -2.874 61.500  -10.639 -2.288 -11.467
9 17 1.4859e+01  -24.000 -5.162 50.033  -10.000 -2.151 -10.778
17 1 1.4859e+00  -34.000 -7.313 39.255  -1.000 -0.215 -1.078
1 3 1.9307e+00  0.000 0.000 75.900  -0.326 0.107 -1.900
3 5 1.2702e+01  -0.326 0.107 74.000  -2.145 0.704 -12.500
5 9 1.1686e+01  -2.471 0.811 61.500  -1.973 0.648 -11.500
9 17 2.6929e+01  -4.444 1.459 50.000  -4.547 1.492 -26.500
17 97 5.0809e+00  -8.991 2.951 23.500  -0.858 0.282 -5.000
97 64 1.8799e+01  -9.849 3.232 18.500  -3.174 1.042 -18.500
1 1 3.9311e-01  0.000 0.000 75.900  -0.293 -0.243 0.100
1 1 1.0336e-01  0.000 0.000 75.900  0.023 -0.012 0.100
1 1 1.8198e-01  0.000 0.000 75.900  -0.035 0.148 0.100
1 3 5.6641e+00  0.000 0.000 75.900  -3.727 3.819 -1.900
3 5 3.1418e+01  -3.727 3.819 74.000  -20.673 21.181 -10.539
5 1 1.4833e+01  -24.400 25.000 63.461  -9.760 10.000 -4.976
1 3 6.9441e+00  0.000 0.000 75.900  2.645 -6.133 -1.900
3 5 2.1361e+01  2.645 -6.133 74.000  8.135 -18.867 -5.845
5 1 1.1322e+01  10.780 -25.000 68.155  4.312 -10.000 -3.098
1 1 1.5072e+00  0.000 0.000 75.900  0.526 -1.409 0.100
1 3 4.6016e+00  0.000 0.000 75.900  -3.313 2.567 -1.900
3 5 3.0125e+01  -3.313 2.567 74.000  -21.687 16.806 -12.439
5 1 1.3891e+01  -25.000 19.374 61.561  -10.000 7.749 -5.735
1 1 1.4802e-01  0.000 0.000 75.900  0.045 0.099 0.100
1 3 3.3202e+00  0.000 0.000 75.900  1.499 -2.273 -1.900
3 5 2.1843e+01  1.499 -2.273 74.000  9.862 -14.954 -12.500
5 1 2.5961e+01  11.361 -17.227 61.500  11.721 -17.773 -14.857
1 1 2.8955e-01  0.000 0.000 75.900  -0.256 -0.090 0.100
1 1 4.6287e-01  0.000 0.000 75.900  -0.058 -0.448 0.100
1 3 6.5588e+00  0.000 0.000 75.900  1.634 -6.250 -1.133
3 5 1.9676e+01  1.634 -6.250 74.767  4.903 -18.750 -3.399
5 1 1.0494e+01  6.538 -25.000 71.368  2.615 -10.000 -1.813
1 3 2.4151e+00  0.000 0.000 75.900  0.605 -1.362 -1.900
3 5 1.5889e+01  0.605 -1.362 74.000  3.981 -8.964 -12.500
5 9 1.4618e+01  4.587 -10.326 61.500  3.663 -8.247 -11.500
9 17 2.7345e+01  8.250 -18.573 50.000  6.852 -15.427 -21.513
17 1 1.7725e+00  15.102 -34.000 28.487  0.444 -1.000 -1.394
1 1 5.6524e-01  0.000 0.000 75.900  0.430 0.353 0.100
1 1 4.5518e-01  0.000 0.000 75.900  -0.111 0.430 0.100
1 3 2.8195e+00  0.000 0.000 75.900  0.063 2.082 -1.900
3 5 1.8550e+01  0.063 2.082 74.000  0.414 13.699 -12.500
5 9 1.1128e+01  0.477 15.781 61.500  0.248 8.219 -7.499
9 1 1.4895e+01  0.725 24.000 54.001  0.332 11.000 -10.037
1 1 2.4222e-01  0.000 0.000 75.900  0.032 0.218 0.100
1 1 1.0333e-01  0.000 0.000 75.900  -0.014 -0.022 0.100
1 3 9.3368e+00  0.000 0.000 75.900  8.500 -3.378 -1.874
3 5 1.8124e+01  8.500 -3.378 74.026  16.500 -6.558 -3.638
5 1 1.0984e+01  25.000 -9.936 70.388  10.000 -3.974 -2.205
1 1 1.5492e-01  0.000 0.000 75.900  0.118 -0.004 0.100
1 3 2.4999e+00  0.000 0.000 75.900  -1.580 -0.377 -1.900
3 5 1.6446e+01  -1.580 -0.377 74.000  -10.396 -2.480 -12.500
5 9 1.5131e+01  -11.977 -2.857 61.500  -9.565 -2.282 -11.500
9 17 1.9708e+01  -21.541 -5.138 50.000  -12.459 -2.972 -14.979
17 1 1.5819e+00  -34.000 -8.110 35.021  -1.000 -0.239 -1.202
1 1 2.2691e-01  0.000 0.000 75.900  0.077 0.189 0.100
1 3 2.8422e+00  0.000 0.000 75.900  2.062 -0.465 -1.900
3 5 1.8699e+01  2.062 -0.465 74.000  13.566 -3.059 -12.500
5 9 1.1540e+01  15.628 -3.524 61.500  8.372 -1.888 -7.714
9 1 1.5162e+01  24.000 -5.411 53.786  11.000 -2.480 -10.136
1 3 9.2270e+00  0.000 0.000 75.900  -8.500 3.080 -1.844
3 5 1.7911e+01  -8.500 3.080 74.056  -16.500 5.979 -3.580
5 1 1.0855e+01  -25.000 9.059 70.476  -10.000 3.623 -2.170
1 1 3.3198e-01  0.000 0.000 75.900  -0.313 0.049 0.100
1 1 1.0204e+00  0.000 0.000 75.900  -0.844 -0.565 0.100
1 3 2.6956e+00  0.000 0.000 75.900  1.135 -1.539 -1.900
3 5 1.7734e+01  1.135 -1.539 74.000  7.464 -10.126 -12.500
5 9 1.6316e+01  8.599 -11.666 61.500  6.867 -9.316 -11.500
9 17 2.2799e+01  15.466 -20.982 50.000  9.596 -13.018 -16.070
17 1 1.7513e+00  25.062 -34.000 33.930  0.737 -1.000 -1.234
1 3 2.6002e+00  0.000 0.000 75.900  0.031 1.775 -1.900
3 5 1.7106e+01  0.031 1.775 74.000  0.206 11.676 -12.500
5 9 1.5455e+01  0.237 13.451 61.500  0.186 10.549 -11.293
9 17 1.4651e+01  0.423 24.000 50.207  0.176 10.000 -10.706
17 1 1.4651e+00  0.599 34.000 39.501  0.018 1.000 -1.071
1 1 1.0297e-01  0.000 0.000 75.900  -0.024 0.005 0.100
1 3 2.1447e+00  0.000 0.000 75.900  -0.642 0.760 -1.900
3 5 1.4110e+01  -0.642 0.760 74.000  -4.225 4.998 -12.500
5 9 1.2981e+01  -4.868 5.758 61.500  -3.887 4.598 -11.500
9 17 2.9913e+01  -8.755 10.357 50.000  -8.958 10.597 -26.500
17 97 5.6439e+00  -17.713 20.953 23.500  -1.690 1.999 -5.000
97 64 2.0883e+01  -19.403 22.952 18.500  -6.253 7.398 -18.500
1 3 2.9788e+00  0.000 0.000 75.900  1.021 -2.055 -1.900
3 5 1.9597e+01  1.021 -2.055 74.000  6.715 -13.517 -12.500
5 9 1.2220e+01  7.736 -15.572 61.500  4.187 -8.428 -7.794
9 1 1.5948e+01  11.923 -24.000 53.706  5.465 -11.000 -10.172
1 1 1.1666e-01  0.000 0.000 75.900  0.055 -0.024 0.100
1 3 3.0407e+00  0.000 0.000 75.900  -2.373 0.073 -1.900
3 5 2.0005e+01  -2.373 0.073 74.000  -15.611 0.478 -12.500
5 1 2.1805e+01  -17.984 0.551 61.500  -17.016 0.521 -13.625
1 3 8.5882e+00  0.000 0.000 75.900  -8.301 -1.111 -1.900
3 5 1.7276e+01  -8.301 -1.111 74.000  -16.699 -2.235 -3.822
5 1 1.0346e+01  -25.000 -3.346 70.178  -10.000 -1.338 -2.289
1 3 3.1399e+00  0.000 0.000 75.900  -2.495 0.150 -1.900
3 5 2.0657e+01  -2.495 0.150 74.000  -16.416 0.990 -12.500
5 1 2.0245e+01  -18.911 1.140 61.500  -16.089 0.970 -12.251
1 3 5.0075e+00  0.000 0.000 75.900  -4.078 2.200 -1.900
3 5 2.5694e+01  -4.078 2.200 74.000  -20.922 11.286 -9.749
5 1 1.2280e+01  -25.000 13.485 64.251  -10.000 5.394 -4.660
1 1 3.3541e-01  0.000 0.000 75.900  0.287 -0.142 0.100
1 1 2.1825e-01  0.000 0.000 75.900  0.166 0.101 0.100
1 3 3.1413e+00  0.000 0.000 75.900  -2.294 0.997 -1.900
3 5 2.0666e+01  -2.294 0.997 74.000  -15.093 6.562 -12.500
5 1 2.4118e+01  -17.387 7.559 61.500  -17.613 7.658 -14.587
1 1 4.1240e-01  0.000 0.000 75.900  0.355 -0.185 0.100
1 1 1.0741e-01  0.000 0.000 75.900  -0.020 0.034 0.100
1 3 1.0422e+01  0.000 0.000 75.900  -8.289 6.250 -0.919
3 1 3.3583e+01  -8.289 6.250 74.981  -26.711 20.139 -2.960
1 3 2.7607e+00  0.000 0.000 75.900  0.781 1.844 -1.900
3 5 1.8163e+01  0.781 1.844 74.000  5.138 12.134 -12.500
5 9 1.5002e+01  5.919 13.978 61.500  4.244 10.022 -10.325
9 17 1.4969e+01  10.163 24.000 51.175  4.235 10.000 -10.302
17 1 1.4969e+00  14.398 34.000 40.873  0.423 1.000 -1.030
1 3 4.1459e+00  0.000 0.000 75.900  -2.375 2.818 -1.900
3 5 2.7276e+01  -2.375 2.818 74.000  -15.623 18.537 -12.500
5 1 2.0078e+01  -17.998 21.355 61.500  -11.500 13.645 -9.201
1 3 2.6973e+00  0.000 0.000 75.900  0.214 -1.903 -1.900
3 5 1.7745e+01  0.214 -1.903 74.000  1.407 -12.517 -12.500
5 9 1.3583e+01  1.621 -14.419 61.500  1.077 -9.581 -9.568
9 1 1.5595e+01  2.697 -24.000 51.932  1.236 -11.000 -10.985
1 1 4.3861e-01  0.000 0.000 75.900  0.386 0.183 0.100
1 3 6.5266e+00  0.000 0.000 75.900  -1.471 -6.068 -1.900
3 5 2.0363e+01  -1.471 -6.068 74.000  -4.591 -18.932 -5.928
5 1 1.0756e+01  -6.062 -25.000 68.072  -2.425 -10.000 -3.131
1 3 2.6374e+00  0.000 0.000 75.900  1.743 0.555 -1.900
3 5 1.7352e+01  1.743 0.555 74.000  11.468 3.650 -12.500
5 9 1.5963e+01  13.211 4.205 61.500  10.550 3.358 -11.500
9 17 1.5493e+01  23.761 7.563 50.000  10.239 3.259 -11.161
17 1 1.5131e+00  34.000 10.822 38.839  1.000 0.318 -1.090
1 3 2.2967e+00  0.000 0.000 75.900  1.207 -0.457 -1.900
3 5 1.5110e+01  1.207 -0.457 74.000  7.939 -3.007 -12.500
5 9 1.3901e+01  9.145 -3.464 61.500  7.303 -2.766 -11.500
9 17 3.2033e+01  16.449 -6.230 50.000  16.830 -6.374 -26.500
17 1 3.2769e+00  33.278 -12.604 23.500  1.722 -0.652 -2.711
1 1 4.2519e-01  0.000 0.000 75.900  -0.064 0.408 0.100
1 3 5.5097e+00  0.000 0.000 75.900  -5.160 0.349 -1.900
3 5 2.1185e+01  -5.160 0.349 74.000  -19.840 1.343 -7.305
5 1 1.0678e+01  -25.000 1.692 66.695  -10.000 0.677 -3.682
1 3 8.6503e+00  0.000 0.000 75.900  8.500 -0.807 -1.388
3 5 1.6792e+01  8.500 -0.807 74.512  16.500 -1.566 -2.695
5 1 1.0177e+01  25.000 -2.373 71.817  10.000 -0.949 -1.633
1 1 1.2170e-01  0.000 0.000 75.900  -0.038 -0.058 0.100
1 1 6.1163e-01  0.000 0.000 75.900  -0.438 0.415 0.100
1 3 2.3259e+00  0.000 0.000 75.900  1.173 0.651 -1.900
3 5 1.5302e+01  1.173 0.651 74.000  7.716 4.285 -12.500
5 9 1.4078e+01  8.888 4.937 61.500  7.098 3.943 -11.500
9 17 3.2440e+01  15.987 8.879 50.000  16.357 9.085 -26.500
17 1 5.2670e+00  32.344 17.964 23.500  2.656 1.475 -4.303
1 3 4.2471e+00  0.000 0.000 75.900  -2.350 -2.984 -1.900
3 5 2.7941e+01  -2.350 -2.984 74.000  -15.458 -19.635 -12.500
5 1 1.7618e+01  -17.807 -22.619 61.500  -9.747 -12.381 -7.882
1 3 3.6298e+00  0.000 0.000 75.900  -2.077 2.292 -1.900
3 5 2.3880e+01  -2.077 2.292 74.000  -13.662 15.079 -12.500
5 1 2.7919e+01  -15.738 17.371 61.500  -15.972 17.629 -14.614
1 3 2.5005e+00  0.000 0.000 75.900  -0.712 1.462 -1.900
3 5 1.6451e+01  -0.712 1.462 74.000  -4.681 9.616 -12.500
5 9 1.5135e+01  -5.392 11.078 61.500  -4.306 8.847 -11.500
9 17 2.4079e+01  -9.699 19.925 50.000  -6.852 14.075 -18.296
17 1 1.7108e+00  -16.551 34.000 31.704  -0.487 1.000 -1.300
1 1 3.5566e-01  0.000 0.000 75.900  -0.028 -0.340 0.100
1 1 1.8970e-01  0.000 0.000 75.900  0.161 -0.008 0.100
1 3 3.4579e+00  0.000 0.000 75.900  -2.682 -1.075 -1.900
3 5 2.2749e+01  -2.682 -1.075 74.000  -17.642 -7.073 -12.500
5 1 1.8924e+01  -20.324 -8.148 61.500  -14.676 -5.884 -10.398
1 3 9.4793e+00  0.000 0.000 75.900  -8.500 -3.762 -1.860
3 5 1.8401e+01  -8.500 -3.762 74.040  -16.500 -7.302 -3.610
5 1 1.1152e+01  -25.000 -11.063 70.430  -10.000 -4.425 -2.188
1 3 6.8899e+00  0.000 0.000 75.900  -2.852 6.250 -0.522
3 1 3.1694e+01  -2.852 6.250 75.378  -13.121 28.750 -2.400
1 1 1.0798e-01  0.000 0.000 75.900  0.027 -0.030 0.100
1 3 2.0713e+00  0.000 0.000 75.900  0.056 0.823 -1.900
3 5 1.3627e+01  0.056 0.823 74.000  0.370 5.414 -12.500
5 9 1.2537e+01  0.426 6.237 61.500  0.340 4.981 -11.500
9 17 2.8890e+01  0.766 11.219 50.000  0.784 11.479 -26.500
17 97 5.4509e+00  1.550 22.697 23.500  0.148 2.166 -5.000
97 64 2.0168e+01  1.698 24.863 18.500  0.547 8.013 -18.500
1 1 3.8040e+01  0.000 0.000 75.900  -35.000 14.897 -0.359
1 3 2.5213e+00  0.000 0.000 75.900  -1.526 -0.646 -1.900
3 5 1.6587e+01  -1.526 -0.646 74.000  -10.041 -4.251 -12.500
5 9 1.5260e+01  -11.567 -4.897 61.500  -9.237 -3.911 -11.500
9 17 2.1799e+01  -20.804 -8.808 50.000  -13.196 -5.587 -16.428
17 1 1.6520e+00  -34.000 -14.395 33.572  -1.000 -0.423 -1.245
1 3 1.9098e+00  0.000 0.000 75.900  0.003 -0.193 -1.900
3 5 1.2564e+01  0.003 -0.193 74.000  0.022 -1.268 -12.500
5 9 1.1559e+01  0.025 -1.461 61.500  0.020 -1.167 -11.500
9 17 2.6636e+01  0.045 -2.628 50.000  0.046 -2.689 -26.500
17 97 5.0257e+00  0.091 -5.316 23.500  0.009 -0.507 -5.000
97 64 1.8595e+01  0.100 -5.824 18.500  0.032 -1.877 -18.500
1 1 2.3032e-01  0.000 0.000 75.900  -0.016 -0.207 0.100
1 3 2.2768e+00  0.000 0.000 75.900  -0.931 -0.841 -1.900
3 5 1.4979e+01  -0.931 -0.841 74.000  -6.124 -5.533 -12.500
5 9 1.3780e+01  -7.054 -6.374 61.500  -5.634 -5.090 -11.500
9 17 3.1755e+01  -12.688 -11.464 50.000  -12.982 -11.729 -26.500
17 65 5.9914e+00  -25.670 -23.193 23.500  -2.449 -2.213 -5.000
65 64 1.7073e+01  -28.120 -25.406 18.500  -6.980 -6.306 -14.248
1 1 1.7726e-01  0.000 0.000 75.900  0.012 0.146 0.100
1 1 3.7100e-01  0.000 0.000 75.900  -0.175 0.311 0.100
1 3 2.6894e+00  0.000 0.000 75.900  1.899 -0.135 -1.900
3 5 1.7694e+01  1.899 -0.135 74.000  12.491 -0.889 -12.500
5 9 1.3614e+01  14.389 -1.024 61.500  9.611 -0.684 -9.618
9 1 1.5582e+01  24.000 -1.708 51.882  11.000 -0.783 -11.008
1 3 2.7285e+00  0.000 0.000 75.900  0.951 -1.712 -1.900
3 5 1.7951e+01  0.951 -1.712 74.000  6.254 -11.264 -12.500
5 9 1.6515e+01  7.204 -12.976 61.500  5.754 -10.363 -11.500
9 17 1.6991e+01  12.958 -23.339 50.000  5.919 -10.661 -11.831
17 1 1.5937e+00  18.877 -34.000 38.169  0.555 -1.000 -1.110
1 1 1.0592e-01  0.000 0.000 75.900  -0.031 0.017 0.100
1 3 5.2382e+00  0.000 0.000 75.900  1.041 4.769 -1.900
3 5 2.2221e+01  1.041 4.769 74.000  4.418 20.231 -8.060
5 1 1.0984e+01  5.459 25.000 65.940  2.184 10.000 -3.984
1 1 2.1162e-01  0.000 0.000 75.900  -0.037 -0.183 0.100
1 1 2.0299e-01  0.000 0.000 75.900  -0.158 -0.079 0.100
1 3 1.0460e+01  0.000 0.000 75.900  -8.500 -6.023 -0.934
3 1 3.2609e+01  -8.500 -6.023 74.966  -26.500 -18.779 -2.912
1 3 5.2296e+00  0.000 0.000 75.900  -4.805 0.809 -1.900
3 5 2.1982e+01  -4.805 0.809 74.000  -20.195 3.401 -7.986
5 1 1.0885e+01  -25.000 4.210 66.014  -10.000 1.684 -3.955
1 1 2.2999e-01  0.000 0.000 75.900  -0.182 0.098 0.100
1 3 2.4217e+00  0.000 0.000 75.900  1.048 -1.076 -1.900
3 5 1.5932e+01  1.048 -1.076 74.000  6.892 -7.077 -12.500
5 9 1.4658e+01  7.939 -8.153 61.500  6.340 -6.511 -11.500
9 17 3.3776e+01  14.280 -14.664 50.000  14.611 -15.004 -26.500
17 17 4.5282e-15  28.890 -29.668 23.500  0.000 -0.000 -0.000
17 65 6.3729e+00  28.890 -29.668 23.500  2.757 -2.831 -5.000
65 64 5.8549e+00  31.647 -32.499 18.500  2.533 -2.601 -4.594
1 3 6.7280e+00  0.000 0.000 75.900  -1.635 -6.250 -1.879
3 5 2.0184e+01  -1.635 -6.250 74.021  -4.905 -18.750 -5.638
5 1 1.0765e+01  -6.539 -25.000 68.383  -2.616 -10.000 -3.007
1 3 2.0303e+00  0.000 0.000 75.900  0.524 -0.488 -1.900
3 5 1.3357e+01  0.524 -0.488 74.000  3.447 -3.208 -12.500
5 9 1.2289e+01  3.970 -3.695 61.500  3.171 -2.951 -11.500
9 17 2.8318e+01  7.141 -6.647 50.000  7.307 -6.801 -26.500
17 97 5.3429e+00  14.448 -13.447 23.500  1.379 -1.283 -5.000
97 64 1.9769e+01  15.827 -14.730 18.500  5.101 -4.748 -18.500
1 3 7.2397e+00  0.000 0.000 75.900  -6.596 -2.302 -1.900
3 5 2.0202e+01  -6.596 -2.302 74.000  -18.404 -6.424 -5.302
5 1 1.0976e+01  -25.000 -8.727 68.698  -10.000 -3.491 -2.881
1 3 6.9307e+00  0.000 0.000 75.900  4.360 5.041 -1.900
3 5 2.7441e+01  4.360 5.041 74.000  17.265 19.959 -7.523
5 1 1.3749e+01  21.625 25.000 66.477  8.650 10.000 -3.769
1 3 2.5414e+00  0.000 0.000 75.900  -0.963 1.386 -1.900
3 5 1.6720e+01  -0.963 1.386 74.000  -6.333 9.122 -12.500
5 9 1.5382e+01  -7.296 10.508 61.500  -5.826 8.392 -11.500
9 17 2.7679e+01  -13.122 18.900 50.000  -10.484 15.100 -20.693
17 1 1.8330e+00  -23.606 34.000 29.307  -0.694 1.000 -1.370
1 1 2.1687e+01  0.000 0.000 75.900  -9.917 19.286 0.100
1 1 7.6676e-01  0.000 0.000 75.900  0.247 -0.719 0.100
1 3 3.3708e+00  0.000 0.000 75.900  -2.058 -1.876 -1.900
3 5 2.2176e+01  -2.058 -1.876 74.000  -13.538 -12.339 -12.500
5 9 1.3768e+01  -15.595 -14.215 61.500  -8.405 -7.661 -7.761
9 1 1.8019e+01  -24.000 -21.876 53.739  -11.000 -10.027 -10.157
1 3 3.2692e+00  0.000 0.000 75.900  -2.659 0.072 -1.900
3 5 2.1508e+01  -2.659 0.072 74.000  -17.496 0.471 -12.500
5 1 1.8248e+01  -20.156 0.542 61.500  -14.844 0.399 -10.606
1 3 2.5522e+00  0.000 0.000 75.900  -1.483 0.840 -1.900
3 5 1.6790e+01  -1.483 0.840 74.000  -9.754 5.526 -12.500
5 9 1.5447e+01  -11.236 6.366 61.500  -8.973 5.084 -11.500
9 17 2.3740e+01  -20.209 11.450 50.000  -13.791 7.813 -17.674
17 1 1.7215e+00  -34.000 19.264 32.326  -1.000 0.567 -1.282
1 3 2.8898e+00  0.000 0.000 75.900  -1.548 1.531 -1.900
3 5 1.9012e+01  -1.548 1.531 74.000  -10.185 10.072 -12.500
5 9 1.7491e+01  -11.734 11.603 61.500  -9.371 9.267 -11.500
9 17 2.4071e+01  -21.104 20.870 50.000  -12.896 12.753 -15.826
17 1 1.8666e+00  -34.000 33.622 34.174  -1.000 0.989 -1.227
1 3 2.5631e+00  0.000 0.000 75.900  0.282 1.697 -1.900
3 5 1.6862e+01  0.282 1.697 74.000  1.855 11.165 -12.500
5 9 1.5513e+01  2.137 12.862 61.500  1.707 10.271 -11.500
9 17 1.6413e+01  3.844 23.133 50.000  1.806 10.867 -12.167
17 1 1.5103e+00  5.650 34.000 37.833  0.166 1.000 -1.120
1 3 2.7234e+00  0.000 0.000 75.900  1.221 -1.521 -1.900
3 5 1.7917e+01  1.221 -1.521 74.000  8.036 -10.010 -12.500
5 9 1.6484e+01  9.258 -11.531 61.500  7.393 -9.209 -11.500
9 17 2.3736e+01  16.651 -20.740 50.000  10.646 -13.260 -16.559
17 1 1.7900e+00  27.297 -34.000 33.441  0.803 -1.000 -1.249
1 1 1.4605e-01  0.000 0.000 75.900  -0.001 0.106 0.100
1 1 2.0830e-01  0.000 0.000 75.900  -0.183 -0.005 0.100
1 3 4.7342e+00  0.000 0.000 75.900  -3.834 -2.025 -1.900
3 5 2.6134e+01  -3.834 -2.025 74.000  -21.166 -11.180 -10.488
5 1 1.2347e+01  -25.000 -13.205 63.512  -10.000 -5.282 -4.955
1 3 2.5328e+00  0.000 0.000 75.900  -0.772 -1.486 -1.900
3 5 1.6663e+01  -0.772 -1.486 74.000  -5.078 -9.779 -12.500
5 9 1.5330e+01  -5.850 -11.265 61.500  -4.672 -8.997 -11.500
9 17 2.3410e+01  -10.522 -20.262 50.000  -7.134 -13.738 -17.561
17 1 1.7040e+00  -17.656 -34.000 32.439  -0.519 -1.000 -1.278
1 1 1.0936e-01  0.000 0.000 75.900  0.026 0.036 0.100
1 3 3.0441e+00  0.000 0.000 75.900  0.993 -2.161 -1.900
3 5 2.0027e+01  0.993 -2.161 74.000  6.531 -14.219 -12.500
5 9 1.0731e+01  7.523 -16.381 61.500  3.499 -7.619 -6.698
9 1 1.5493e+01  11.023 -24.000 54.802  5.052 -11.000 -9.670
1 3 8.5488e+00  0.000 0.000 75.900  8.500 -0.074 -0.909
3 1 2.6652e+01  8.500 -0.074 74.991  26.500 -0.230 -2.833
1 1 1.7416e-01  0.000 0.000 75.900  -0.076 0.121 0.100
1 1 2.3302e+01  0.000 0.000 75.900  -0.495 23.297 0.100
1 3 2.3335e+00  0.000 0.000 75.900  0.143 -1.347 -1.900
3 5 1.5352e+01  0.143 -1.347 74.000  0.941 -8.863 -12.500
5 9 1.4124e+01  1.084 -10.210 61.500  0.866 -8.154 -11.500
9 17 2.7086e+01  1.950 -18.363 50.000  1.660 -15.637 -22.054
17 1 1.7322e+00  3.610 -34.000 27.946  0.106 -1.000 -1.410
1 1 1.1447e-01  0.000 0.000 75.900  0.010 0.055 0.100
1 3 2.5813e+00  0.000 0.000 75.900  -0.576 -1.650 -1.900
3 5 1.6983e+01  -0.576 -1.650 74.000  -3.790 -10.853 -12.500
5 9 1.5624e+01  -4.366 -12.503 61.500  -3.487 -9.985 -11.500
9 17 1.8014e+01  -7.853 -22.488 50.000  -4.020 -11.512 -13.259
17 1 1.5648e+00  -11.874 -34.000 36.741  -0.349 -1.000 -1.152
1 1 2.3762e-01  0.000 0.000 75.900  0.162 -0.142 0.100
1 3 8.9998e+00  0.000 0.000 75.900  -8.500 -2.469 -1.628
3 5 1.7470e+01  -8.500 -2.469 74.272  -16.500 -4.793 -3.160
